race_5cat,inc_4cat_50k,educ_4cat,ppagecat,ppgender,B2,B3,EF1,EF2,atleast_okay,weight
White,"$25,000–$49,999",Some college/technical or associates degree,18-24,Female,Living comfortably,About the same,Yes,,Yes,1.0491
Hispanic,"$25,000–$49,999",Some college/technical or associates degree,35-44,Male,Doing okay,About the same,Yes,,Yes,1.0013
Other,"$100,000 or more",Bachelor's degree or more,45-54,Male,Living comfortably,About the same,Yes,,Yes,0.2507
White,"$50,000–$99,999",Bachelor's degree or more,55-64,Male,Just getting by,Much worse off,Yes,,No,0.4252
White,"$50,000–$99,999",Bachelor's degree or more,45-54,Male,Doing okay,About the same,No,No,Yes,0.5259
Black,"$50,000–$99,999",High school degree or GED,25-34,Male,Just getting by,Much better off,Yes,,No,2.1235
Asian,"$100,000 or more",High school degree or GED,55-64,Male,Doing okay,Somewhat better off,Yes,,Yes,3.5159
Black,"$50,000–$99,999",Some college/technical or associates degree,45-54,Female,Finding it difficult to get by,Much worse off,No,No,No,1.4864
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Doing okay,About the same,Yes,,Yes,1.1318
White,"Less than $25,000",Some college/technical or associates degree,18-24,Female,Doing okay,Somewhat worse off,No,No,Yes,1.1289
Asian,"$100,000 or more",Bachelor's degree or more,45-54,Male,Living comfortably,Much better off,Yes,,Yes,1.1006
White,"$100,000 or more",Some college/technical or associates degree,55-64,Male,Doing okay,Much worse off,No,Yes,Yes,0.8364
Black,"Less than $25,000",High school degree or GED,18-24,Female,Just getting by,Somewhat worse off,No,No,No,1.4117
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.1077
White,"$25,000–$49,999",High school degree or GED,25-34,Male,Just getting by,Somewhat worse off,Yes,,No,2.1335
White,"$25,000–$49,999",High school degree or GED,35-44,Male,Just getting by,About the same,No,Yes,No,1.2714
White,"Less than $25,000",Bachelor's degree or more,18-24,Female,Doing okay,Somewhat better off,No,Yes,Yes,1.2294
Asian,"$50,000–$99,999",Bachelor's degree or more,35-44,Male,Just getting by,About the same,Yes,,No,0.9018
White,"Less than $25,000",Some college/technical or associates degree,25-34,Male,Living comfortably,About the same,Yes,,Yes,1.7479
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,Somewhat better off,No,No,Yes,1.1147
White,"Less than $25,000",Some college/technical or associates degree,65-74,Female,Doing okay,About the same,No,Yes,Yes,0.6634
White,"$50,000–$99,999",Bachelor's degree or more,55-64,Female,Finding it difficult to get by,About the same,No,No,No,0.6627
White,"$50,000–$99,999",Some college/technical or associates degree,45-54,Female,Just getting by,Much better off,No,No,No,0.8895
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,About the same,Yes,,Yes,0.9111
White,"$100,000 or more",Bachelor's degree or more,45-54,Male,Doing okay,Somewhat better off,No,Yes,Yes,0.7856
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Doing okay,Somewhat better off,No,Yes,Yes,0.8499
White,"$50,000–$99,999",High school degree or GED,65-74,Female,Living comfortably,Somewhat worse off,Yes,,Yes,1.0301
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,About the same,No,Yes,Yes,0.9589
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.9182
White,"$25,000–$49,999",Bachelor's degree or more,18-24,Male,Just getting by,About the same,No,No,No,1.0148
White,"$25,000–$49,999",Bachelor's degree or more,65-74,Female,Finding it difficult to get by,Much worse off,No,No,No,0.6585
Hispanic,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,About the same,Yes,,Yes,1.2549
Asian,"$100,000 or more",Bachelor's degree or more,55-64,Male,Doing okay,Much worse off,Yes,,Yes,0.6069
Asian,"$50,000–$99,999",Some college/technical or associates degree,65-74,Female,Finding it difficult to get by,About the same,Yes,,No,1.4177
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,About the same,Yes,,Yes,0.9365
Hispanic,"$100,000 or more",Less than a high school degree,35-44,Female,Finding it difficult to get by,Much worse off,No,No,No,1.5362
White,"$100,000 or more",High school degree or GED,45-54,Male,Living comfortably,About the same,Yes,,Yes,1.4463
White,"$50,000–$99,999",High school degree or GED,65-74,Female,Living comfortably,Much worse off,Yes,,Yes,0.8969
Black,"Less than $25,000",Some college/technical or associates degree,18-24,Female,Finding it difficult to get by,Somewhat worse off,No,No,No,1.3254
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.6978
Black,"$25,000–$49,999",Some college/technical or associates degree,55-64,Female,Doing okay,About the same,No,No,Yes,0.882
White,"Less than $25,000",Some college/technical or associates degree,65-74,Male,Finding it difficult to get by,Much worse off,No,No,No,0.5177
White,"$50,000–$99,999",Bachelor's degree or more,18-24,Female,Doing okay,About the same,Yes,,Yes,0.9332
White,"Less than $25,000",High school degree or GED,18-24,Female,Doing okay,About the same,No,Yes,Yes,0.9206
Black,"$25,000–$49,999",Some college/technical or associates degree,35-44,Female,Finding it difficult to get by,About the same,No,No,No,1.3813
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,About the same,Yes,,Yes,1.1077
White,"$50,000–$99,999",Some college/technical or associates degree,35-44,Female,Just getting by,Somewhat worse off,No,No,No,1.1841
Asian,"$100,000 or more",Bachelor's degree or more,55-64,Male,Living comfortably,Somewhat worse off,Yes,,Yes,0.6971
White,"Less than $25,000",Some college/technical or associates degree,35-44,Male,Finding it difficult to get by,Much worse off,No,No,No,0.6662
White,"$25,000–$49,999",Some college/technical or associates degree,25-34,Male,Just getting by,About the same,No,Yes,No,1.3681
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Living comfortably,About the same,Yes,,Yes,1.1448
Black,"$50,000–$99,999",High school degree or GED,55-64,Male,Finding it difficult to get by,Somewhat worse off,No,No,No,1.4965
White,"$25,000–$49,999",Some college/technical or associates degree,35-44,Female,Finding it difficult to get by,Much worse off,No,No,No,1.2436
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Just getting by,Somewhat worse off,Yes,,No,0.7856
Black,"$50,000–$99,999",High school degree or GED,18-24,Female,Finding it difficult to get by,About the same,No,Yes,No,1.6284
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Doing okay,About the same,No,No,Yes,1.247
White,"$100,000 or more",High school degree or GED,45-54,Male,Doing okay,Somewhat worse off,No,Yes,Yes,1.0637
White,"$25,000–$49,999",Some college/technical or associates degree,25-34,Female,Finding it difficult to get by,Much worse off,No,No,No,1.5342
White,"$50,000–$99,999",Some college/technical or associates degree,25-34,Male,Just getting by,About the same,No,No,No,1.0808
White,"$25,000–$49,999",Less than a high school degree,35-44,Male,Finding it difficult to get by,Much worse off,No,No,No,1.6264
White,"$100,000 or more",Bachelor's degree or more,45-54,Female,Living comfortably,Somewhat better off,Yes,,Yes,1.1077
White,"$25,000–$49,999",High school degree or GED,55-64,Female,Just getting by,Somewhat worse off,No,No,No,0.8127
Hispanic,"$50,000–$99,999",Some college/technical or associates degree,55-64,Female,Living comfortably,About the same,No,No,Yes,1.0171
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,About the same,Yes,,Yes,0.7533
Hispanic,"$25,000–$49,999",Less than a high school degree,35-44,Male,Finding it difficult to get by,Much worse off,No,No,No,2.0861
Asian,"$100,000 or more",Bachelor's degree or more,55-64,Male,Just getting by,About the same,No,Yes,No,0.9776
White,"$100,000 or more",High school degree or GED,25-34,Male,Doing okay,Much worse off,No,Yes,Yes,1.7685
White,"$25,000–$49,999",Some college/technical or associates degree,35-44,Female,Doing okay,Somewhat worse off,Yes,,Yes,1.0781
White,"$100,000 or more",Bachelor's degree or more,45-54,Male,Living comfortably,About the same,Yes,,Yes,0.7856
White,"$100,000 or more",Some college/technical or associates degree,55-64,Female,Doing okay,Somewhat worse off,Yes,,Yes,1.2756
Hispanic,"Less than $25,000",High school degree or GED,45-54,Male,Just getting by,Much worse off,No,No,No,1.3152
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,Somewhat better off,No,Yes,Yes,1.0543
White,"$100,000 or more",Some college/technical or associates degree,55-64,Female,Finding it difficult to get by,Much worse off,No,No,No,0.9681
White,"Less than $25,000",Less than a high school degree,25-34,Female,Finding it difficult to get by,About the same,No,No,No,0.9506
White,"Less than $25,000",Bachelor's degree or more,25-34,Female,Just getting by,Much worse off,Yes,,No,0.9372
White,"$100,000 or more",Bachelor's degree or more,45-54,Male,Living comfortably,Somewhat worse off,Yes,,Yes,0.7856
White,"$50,000–$99,999",High school degree or GED,65-74,Male,Doing okay,About the same,Yes,,Yes,0.9671
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Doing okay,Much better off,No,No,Yes,0.7429
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,About the same,Yes,,Yes,0.8724
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.7521
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Male,Doing okay,Somewhat worse off,Yes,,Yes,0.8154
Asian,"Less than $25,000",Some college/technical or associates degree,18-24,Male,Living comfortably,About the same,No,No,Yes,3.5159
White,"$50,000–$99,999",Some college/technical or associates degree,35-44,Female,Living comfortably,Much better off,Yes,,Yes,0.9708
Asian,"Less than $25,000",Bachelor's degree or more,65-74,Male,Doing okay,Somewhat better off,Yes,,Yes,2.1045
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.8724
White,"$100,000 or more",Bachelor's degree or more,35-44,Female,Doing okay,Somewhat worse off,Yes,,Yes,1.2029
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,About the same,Yes,,Yes,1.0543
White,"$100,000 or more",Some college/technical or associates degree,65-74,Male,Living comfortably,Somewhat worse off,Yes,,Yes,1.0357
White,"$100,000 or more",Some college/technical or associates degree,45-54,Female,Living comfortably,Much better off,Yes,,Yes,1.2891
White,"$50,000–$99,999",Some college/technical or associates degree,65-74,Female,Living comfortably,Much better off,Yes,,Yes,0.838
Hispanic,"$100,000 or more",Some college/technical or associates degree,55-64,Male,Doing okay,About the same,No,No,Yes,1.6495
White,"$50,000–$99,999",Bachelor's degree or more,35-44,Female,Doing okay,About the same,No,Yes,Yes,1.1727
White,"Less than $25,000",Less than a high school degree,25-34,Female,Just getting by,Somewhat worse off,No,No,No,0.9716
Hispanic,"$100,000 or more",Some college/technical or associates degree,35-44,Female,Living comfortably,About the same,No,Yes,Yes,1.7279
Black,"$50,000–$99,999",High school degree or GED,55-64,Male,Doing okay,About the same,No,Yes,Yes,1.4395
Black,"$50,000–$99,999",Some college/technical or associates degree,25-34,Female,Living comfortably,Much better off,Yes,,Yes,1.0253
White,"$25,000–$49,999",Some college/technical or associates degree,45-54,Male,Just getting by,About the same,Yes,,No,0.6682
White,"Less than $25,000",Some college/technical or associates degree,18-24,Female,Doing okay,About the same,No,No,Yes,1.4349
White,"$50,000–$99,999",Some college/technical or associates degree,55-64,Female,Doing okay,About the same,Yes,,Yes,0.8836
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Living comfortably,Much better off,Yes,,Yes,0.7429
White,"Less than $25,000",High school degree or GED,35-44,Female,Finding it difficult to get by,Much worse off,No,No,No,1.0567
Black,"$25,000–$49,999",Bachelor's degree or more,25-34,Male,Just getting by,About the same,No,No,No,0.716
White,"$100,000 or more",Bachelor's degree or more,55-64,Female,Living comfortably,About the same,Yes,,Yes,0.9554
White,"$50,000–$99,999",Bachelor's degree or more,45-54,Male,Living comfortably,Much better off,Yes,,Yes,0.7163
White,"$25,000–$49,999",Less than a high school degree,25-34,Male,Just getting by,About the same,Yes,,No,1.4168
Other,"$25,000–$49,999",Some college/technical or associates degree,25-34,Female,Just getting by,Somewhat worse off,No,No,No,0.3723
Asian,"$100,000 or more",Some college/technical or associates degree,25-34,Male,Doing okay,Much better off,Yes,,Yes,2.0383
White,"$50,000–$99,999",Bachelor's degree or more,35-44,Male,Doing okay,About the same,Yes,,Yes,0.8724
Black,"$25,000–$49,999",Some college/technical or associates degree,45-54,Female,Finding it difficult to get by,About the same,No,No,No,1.0544
White,"$100,000 or more",Bachelor's degree or more,55-64,Male,Living comfortably,About the same,Yes,,Yes,0.6324
White,"Less than $25,000",Bachelor's degree or more,18-24,Female,Doing okay,Somewhat worse off,No,No,Yes,1.4874
White,"$50,000–$99,999",Bachelor's degree or more,25-34,Male,Just getting by,Somewhat worse off,No,No,No,0.7614
Black,"$100,000 or more",Some college/technical or associates degree,18-24,Male,Doing okay,About the same,No,No,Yes,2.1637
Asian,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,Somewhat better off,Yes,,Yes,1.1908
White,"Less than $25,000",Less than a high school degree,65-74,Male,Just getting by,Somewhat worse off,No,No,No,0.8429
White,"$25,000–$49,999",Some college/technical or associates degree,55-64,Female,Finding it difficult to get by,Somewhat worse off,No,No,No,0.7712
Asian,"$100,000 or more",Bachelor's degree or more,45-54,Male,Just getting by,Somewhat worse off,Yes,,No,1.073
White,"$100,000 or more",Bachelor's degree or more,25-34,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.7103
Hispanic,"$50,000–$99,999",Less than a high school degree,18-24,Male,Doing okay,About the same,No,No,Yes,2.2758
White,"$100,000 or more",High school degree or GED,55-64,Male,Just getting by,Somewhat worse off,No,Yes,No,1.1989
Asian,"$25,000–$49,999",Some college/technical or associates degree,65-74,Female,Living comfortably,About the same,Yes,,Yes,1.2062
Other,"$100,000 or more",Some college/technical or associates degree,65-74,Female,Just getting by,About the same,No,Yes,No,0.4475
White,"$100,000 or more",Bachelor's degree or more,35-44,Male,Living comfortably,Somewhat better off,Yes,,Yes,0.8724
White,"$100,000 or more",Some college/technical or associates degree,55-64,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.9937
White,"$50,000–$99,999",High school degree or GED,65-74,Female,Living comfortably,Somewhat better off,Yes,,Yes,0.8581
