age_group,race,income,gender,JOBSAT_W157,JOBSEC_W157,AIWRKOPPO_W157,AIWRKFEEL_c_W157,AIWRKHEARD_W157,CHATWRK_W157,WEIGHT_W157
18-29,Other,Middle,Male,2.0,1.0,3.0,1.0,1.0,1.0,1.0072269221023322
30-49,White,Middle,Female,2.0,2.0,,,3.0,5.0,0.3334789089729323
18-29,Black,Middle,Female,3.0,2.0,4.0,1.0,1.0,2.0,3.179602472990194
50-64,White,Middle,Male,1.0,2.0,2.0,1.0,2.0,5.0,1.1571127882309606
65+,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.9022725645596772
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,1.0,3.0,0.4867074974483005
50-64,White,Upper,Female,4.0,3.0,2.0,1.0,2.0,5.0,0.4204825943834054
30-49,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,2.0,0.3520950185789436
30-49,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,4.0,2.613685143866827
30-49,White,Low,Male,4.0,1.0,3.0,2.0,1.0,5.0,1.021283564090756
30-49,Other,Middle,Male,3.0,1.0,2.0,1.0,2.0,,0.1992558171134416
18-29,Other,Upper,Female,2.0,1.0,4.0,2.0,2.0,5.0,1.6128662798791424
65+,White,Low,Female,1.0,2.0,3.0,2.0,1.0,,0.6587506897673422
18-29,White,Low,Female,4.0,5.0,3.0,2.0,2.0,3.0,1.93242024692138
50-64,White,Middle,Male,2.0,1.0,4.0,1.0,2.0,5.0,0.8936834720727025
18-29,White,Middle,Female,2.0,2.0,3.0,1.0,1.0,5.0,0.7396909659848561
30-49,White,Middle,Female,4.0,1.0,3.0,1.0,1.0,3.0,0.7589830868509373
30-49,Black,Middle,Female,2.0,2.0,,,3.0,,0.7261827784110833
30-49,White,Low,Male,2.0,2.0,,,3.0,,3.497551564168408
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,,0.8677281774123651
65+,White,Middle,Male,1.0,1.0,2.0,1.0,2.0,5.0,0.4664234430461936
18-29,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,4.0,1.3140693416297458
18-29,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,2.035947747355753
30-49,White,Low,Male,2.0,2.0,2.0,1.0,1.0,5.0,1.1492899392791402
18-29,Other,Middle,Female,4.0,2.0,,,3.0,,1.1619316924245435
65+,White,Low,Male,1.0,2.0,3.0,2.0,2.0,,0.3613973795808522
50-64,Black,Upper,Female,2.0,2.0,3.0,1.0,1.0,2.0,0.3619847027511219
18-29,Asian,Low,Female,3.0,2.0,3.0,2.0,1.0,5.0,2.3742006570908156
30-49,Hispanic,Low,Female,2.0,4.0,2.0,2.0,2.0,4.0,1.2876118575052264
30-49,Asian,Middle,Male,3.0,3.0,3.0,2.0,2.0,5.0,1.0848158724504045
50-64,White,Middle,Male,3.0,3.0,3.0,1.0,1.0,5.0,0.7245639866164488
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,1.9163558003374792
18-29,Hispanic,Middle,Other,3.0,2.0,3.0,1.0,2.0,4.0,0.4805500696372883
50-64,Hispanic,Upper,Female,1.0,1.0,3.0,1.0,1.0,4.0,0.2887522175559906
30-49,White,Middle,Female,1.0,2.0,3.0,2.0,2.0,1.0,0.605746299675542
30-49,White,Middle,Male,2.0,3.0,3.0,1.0,1.0,5.0,1.1141889544358252
65+,White,Middle,Male,1.0,1.0,4.0,1.0,1.0,4.0,0.4188067616006805
18-29,White,Upper,Male,3.0,3.0,3.0,2.0,1.0,3.0,1.5346912565165527
30-49,Hispanic,Middle,Female,3.0,2.0,3.0,1.0,2.0,,2.3402637636198564
65+,White,Middle,Male,2.0,1.0,4.0,2.0,2.0,5.0,0.5833222847248646
50-64,White,Upper,Female,3.0,1.0,,,3.0,,0.6158629615142504
50-64,Hispanic,Middle,Female,4.0,5.0,,,3.0,5.0,1.187186021650023
50-64,Asian,Upper,Male,1.0,1.0,4.0,1.0,1.0,5.0,0.3551794756792997
50-64,Hispanic,Middle,Male,3.0,3.0,2.0,2.0,2.0,4.0,1.7850843316985392
30-49,White,Low,Female,1.0,1.0,2.0,1.0,2.0,5.0,1.117879601825435
50-64,White,Upper,Female,2.0,3.0,3.0,2.0,2.0,5.0,0.6317885068244264
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,3.0,0.7327904035769175
50-64,White,Middle,Female,3.0,3.0,2.0,1.0,2.0,5.0,0.9391345446282592
30-49,White,Low,Female,1.0,1.0,3.0,1.0,2.0,5.0,1.5602594102594147
30-49,White,Upper,Female,4.0,5.0,4.0,1.0,2.0,4.0,0.7289146431825103
30-49,White,Middle,Female,3.0,4.0,2.0,1.0,1.0,4.0,0.4317065046413802
50-64,White,Low,Male,2.0,3.0,3.0,1.0,1.0,4.0,0.852342003636218
30-49,White,Middle,Male,3.0,3.0,1.0,1.0,1.0,1.0,1.4154531908201653
30-49,White,Middle,Female,2.0,2.0,,,3.0,,0.9171715010824808
18-29,White,Upper,Female,3.0,1.0,,,3.0,,1.2231038137664008
30-49,Other,Upper,Male,2.0,1.0,3.0,1.0,2.0,,0.3691946436201772
30-49,White,Middle,Male,5.0,4.0,2.0,1.0,1.0,4.0,0.5856170709647603
30-49,White,Low,Female,3.0,4.0,,,3.0,,1.4301967646615728
50-64,Black,Middle,Female,4.0,3.0,2.0,2.0,1.0,3.0,0.981019703166378
18-29,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,4.0,1.7525560414209398
30-49,White,Low,Female,2.0,1.0,1.0,2.0,2.0,,0.6317731701556818
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.4451668636342531
50-64,White,Upper,Female,2.0,1.0,3.0,2.0,2.0,5.0,0.8633085990234769
50-64,White,Middle,Female,3.0,1.0,4.0,1.0,2.0,5.0,0.3741592016042473
18-29,Hispanic,Low,Female,4.0,3.0,3.0,1.0,2.0,3.0,2.733665146246873
30-49,White,Low,Female,3.0,4.0,2.0,1.0,2.0,4.0,0.933745973017047
65+,White,Middle,Female,3.0,2.0,,,3.0,5.0,0.5854133668424137
30-49,White,Middle,Male,4.0,5.0,2.0,1.0,1.0,5.0,2.045269666239089
30-49,White,Middle,Female,2.0,2.0,,,3.0,,0.5773631065407663
50-64,Black,Low,Female,2.0,4.0,,,3.0,4.0,0.4987574769855315
50-64,Hispanic,Upper,Male,3.0,2.0,3.0,2.0,2.0,,1.1375781640045777
65+,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.7310876259180129
18-29,Hispanic,Middle,Male,1.0,1.0,2.0,2.0,1.0,2.0,0.8844750794355828
30-49,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.7690555354427955
50-64,White,Upper,Male,3.0,4.0,2.0,1.0,1.0,5.0,0.5317346816013933
50-64,Asian,Middle,Male,3.0,1.0,3.0,2.0,2.0,5.0,0.5288280539649243
30-49,Black,Middle,Female,5.0,4.0,4.0,1.0,2.0,2.0,1.7456711536744236
30-49,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,1.0,0.6705872567628105
30-49,Asian,Low,Female,4.0,3.0,1.0,1.0,2.0,5.0,0.908552177360263
50-64,Hispanic,Upper,Female,2.0,2.0,4.0,2.0,2.0,,0.9542057481370424
50-64,White,Upper,Male,2.0,1.0,2.0,1.0,1.0,4.0,0.3836370635267954
18-29,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,4.0,0.901985900625846
50-64,White,Upper,Male,1.0,1.0,3.0,2.0,2.0,3.0,0.3720779006955871
30-49,White,Middle,Male,2.0,1.0,,,3.0,5.0,0.7626864904261772
30-49,White,Upper,Female,2.0,1.0,3.0,2.0,2.0,3.0,0.3954524786015128
50-64,White,Middle,Male,2.0,1.0,,,3.0,5.0,0.5246446278422413
50-64,Black,Upper,Female,1.0,1.0,2.0,1.0,2.0,4.0,0.4290094655465228
65+,White,Middle,Male,1.0,1.0,3.0,2.0,1.0,4.0,0.4860856284897714
65+,White,Middle,Male,3.0,1.0,2.0,1.0,2.0,,1.256754149322862
65+,White,Middle,Male,1.0,1.0,1.0,2.0,2.0,5.0,0.9781153874197178
30-49,Asian,Middle,Male,2.0,1.0,,,3.0,,0.5619892100591977
50-64,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,2.0,1.1642898143746565
50-64,White,Upper,Male,3.0,1.0,4.0,2.0,2.0,5.0,0.4394589954834548
30-49,White,Low,Male,2.0,1.0,3.0,2.0,1.0,4.0,1.170021566990215
50-64,White,Upper,Male,1.0,1.0,3.0,2.0,1.0,1.0,0.3942665839612248
65+,White,Upper,Male,1.0,1.0,2.0,1.0,2.0,5.0,0.292268011399005
50-64,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.7688761097071292
30-49,Hispanic,Low,Male,1.0,1.0,,,3.0,5.0,0.5659745586967924
65+,White,Middle,Female,1.0,2.0,3.0,2.0,2.0,5.0,0.3752265413753683
30-49,White,Middle,Male,3.0,3.0,2.0,2.0,2.0,4.0,1.1515405048627665
18-29,White,Low,Male,1.0,2.0,,,3.0,,3.711518934747131
65+,Black,Low,Female,3.0,4.0,2.0,1.0,2.0,,1.3010540336463892
50-64,Other,Middle,Female,4.0,3.0,2.0,1.0,1.0,3.0,0.8869844465209442
30-49,Black,Upper,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.5284797356417987
30-49,Hispanic,Upper,Male,1.0,1.0,3.0,1.0,1.0,4.0,0.2918915047594486
65+,Asian,Upper,Female,2.0,2.0,3.0,1.0,2.0,,0.9464906820292084
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.6122429362545017
50-64,White,Middle,Male,1.0,1.0,2.0,1.0,2.0,5.0,1.0342464544319363
30-49,Black,Low,Male,4.0,3.0,2.0,1.0,1.0,3.0,1.9334069932375249
50-64,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,5.0,1.6587263511913746
30-49,Other,Middle,Female,2.0,2.0,1.0,1.0,1.0,5.0,0.7831850793628926
30-49,Hispanic,Middle,Female,2.0,3.0,,,3.0,,0.8918259284128984
30-49,Black,Middle,Female,4.0,2.0,4.0,1.0,2.0,,0.8724289240188877
30-49,White,Upper,Female,2.0,1.0,,,3.0,,0.5540838448142881
30-49,White,Upper,Male,4.0,3.0,,,3.0,,0.8013418033981793
30-49,White,Upper,Female,1.0,1.0,4.0,1.0,1.0,5.0,0.354602137975172
30-49,White,Low,Female,5.0,5.0,4.0,1.0,1.0,,1.3215814571754736
30-49,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.8536848327139569
65+,White,Middle,Female,1.0,2.0,3.0,1.0,2.0,,0.7512638783501664
65+,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.381153592056655
50-64,White,Middle,Female,1.0,2.0,2.0,1.0,2.0,,0.894139272087951
30-49,White,Low,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.7923795898211037
30-49,Asian,Middle,Female,3.0,3.0,,,3.0,,0.5686903084164168
30-49,White,Upper,Male,3.0,1.0,1.0,2.0,1.0,1.0,0.6736114898980168
30-49,Asian,Upper,Male,2.0,1.0,,,3.0,5.0,0.9440467219770352
30-49,Hispanic,Low,Male,2.0,3.0,,,3.0,,4.764723573445259
65+,White,Middle,Male,2.0,3.0,3.0,1.0,2.0,4.0,0.6852260409613035
65+,White,Upper,Female,5.0,5.0,4.0,1.0,2.0,,0.561479466172904
65+,White,Upper,Female,2.0,2.0,4.0,1.0,2.0,5.0,0.460269291312999
50-64,White,Middle,Female,3.0,2.0,,,3.0,5.0,0.610467150982368
30-49,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,4.0,0.6915424638003986
65+,Black,Middle,Male,2.0,1.0,1.0,2.0,1.0,2.0,0.596665501665187
18-29,White,Middle,Male,3.0,3.0,3.0,2.0,1.0,5.0,2.72229338463265
50-64,Asian,Upper,Male,3.0,2.0,2.0,1.0,2.0,,0.6039317111961434
65+,White,Upper,Female,3.0,1.0,2.0,1.0,1.0,5.0,0.755121091696378
30-49,Hispanic,Low,Male,3.0,2.0,1.0,2.0,2.0,5.0,1.4398032519225208
30-49,White,Middle,Female,1.0,2.0,2.0,1.0,2.0,4.0,0.379716392746335
50-64,Black,Upper,Male,2.0,2.0,3.0,2.0,1.0,2.0,0.6824885372673984
65+,White,Middle,Male,2.0,3.0,3.0,2.0,2.0,5.0,1.021045203406655
30-49,Asian,Upper,Male,2.0,2.0,1.0,2.0,1.0,1.0,0.4119544280328195
65+,White,Middle,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.5249117533039114
50-64,Black,Middle,Female,3.0,2.0,4.0,1.0,1.0,5.0,0.6696686184196269
65+,White,Low,Female,2.0,1.0,,,3.0,,2.127795997340812
50-64,White,Upper,Male,3.0,3.0,2.0,1.0,1.0,2.0,0.5255882026839862
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.557307270189439
18-29,White,Upper,Female,1.0,1.0,2.0,1.0,2.0,5.0,1.4803134208867823
30-49,White,Low,Female,1.0,1.0,,,3.0,5.0,0.6902154582802787
18-29,Asian,Low,Female,4.0,2.0,4.0,1.0,2.0,,2.7863150599271824
30-49,White,Middle,Male,5.0,5.0,3.0,1.0,2.0,,2.7211108881982606
30-49,White,Low,Female,3.0,2.0,4.0,1.0,2.0,5.0,0.4346308733667417
65+,White,Upper,Male,2.0,2.0,3.0,1.0,2.0,,0.5112272355792247
30-49,White,Middle,Male,3.0,4.0,,,3.0,,1.8386211592133768
18-29,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.5854916181645164
30-49,White,Upper,Female,2.0,1.0,3.0,2.0,2.0,,0.784317824855949
50-64,Black,Middle,Female,1.0,5.0,,,3.0,,0.5301398709138465
30-49,Hispanic,Low,Male,3.0,3.0,3.0,2.0,2.0,,0.7739725599794565
50-64,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,4.0,0.7791643725237379
30-49,White,Low,Female,4.0,4.0,4.0,1.0,2.0,5.0,0.8637780515097755
50-64,White,Upper,Male,3.0,1.0,3.0,2.0,1.0,4.0,0.1992558171134416
30-49,Asian,Upper,Female,3.0,2.0,3.0,2.0,1.0,1.0,0.8408958012930384
65+,White,Middle,Male,2.0,1.0,2.0,2.0,2.0,,0.382805638603683
18-29,Other,Middle,Other,3.0,2.0,1.0,2.0,2.0,3.0,0.7316025446449385
50-64,White,Upper,Female,2.0,2.0,4.0,2.0,2.0,5.0,0.877097609050444
50-64,Hispanic,Low,Male,4.0,5.0,2.0,1.0,2.0,,1.1110780820519877
30-49,White,Low,Female,2.0,3.0,3.0,1.0,2.0,1.0,0.5832392547693486
65+,White,Upper,Female,1.0,1.0,2.0,2.0,2.0,5.0,0.4524010307304437
18-29,White,Upper,Female,2.0,2.0,,,3.0,,1.119898211008967
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,2.0,0.6206033035596211
30-49,White,Middle,Male,3.0,3.0,3.0,2.0,2.0,5.0,0.7055518993752089
50-64,Hispanic,Upper,Female,2.0,2.0,1.0,2.0,1.0,1.0,0.2790962064888776
50-64,Other,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,0.673915139366709
30-49,Other,Upper,Male,2.0,2.0,3.0,2.0,2.0,4.0,0.8119513210196346
50-64,White,Middle,Female,3.0,3.0,4.0,2.0,2.0,4.0,0.441940240953101
30-49,White,Upper,Female,1.0,1.0,3.0,1.0,2.0,,0.7383346738377004
30-49,White,Middle,Other,2.0,1.0,2.0,1.0,1.0,5.0,0.6514208779687636
50-64,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,,0.6490537491543151
50-64,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,4.0,0.6496417496996791
30-49,Asian,Middle,Male,5.0,3.0,2.0,1.0,1.0,5.0,1.0986365155168876
50-64,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,,0.930229133814099
30-49,Black,Low,Female,2.0,2.0,2.0,1.0,2.0,4.0,0.4958827386476672
18-29,White,Middle,Male,4.0,1.0,2.0,1.0,1.0,2.0,1.3326951177759627
50-64,White,Middle,Female,1.0,1.0,2.0,2.0,2.0,5.0,0.9357642033811346
50-64,White,Low,Male,3.0,2.0,,,3.0,,1.787786934351186
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,3.0,0.7942262156924932
30-49,Black,Low,Female,3.0,2.0,1.0,1.0,1.0,5.0,0.540265893154272
50-64,White,Upper,Male,3.0,1.0,3.0,2.0,1.0,4.0,0.4406402788386185
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,4.0,1.1460421732807409
30-49,Black,Middle,Female,3.0,2.0,,,3.0,,0.8430661120956973
30-49,White,Middle,Male,4.0,2.0,3.0,2.0,2.0,4.0,0.9004158609719772
30-49,White,Upper,Female,3.0,1.0,3.0,2.0,1.0,4.0,0.360700491526929
18-29,White,Upper,Male,3.0,3.0,1.0,1.0,1.0,2.0,0.4817393596524673
30-49,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,4.0,0.8692197030671047
50-64,White,Middle,Male,1.0,1.0,3.0,1.0,1.0,5.0,0.6542060865617665
50-64,White,Middle,Male,3.0,5.0,2.0,1.0,1.0,,1.4434851601964764
30-49,White,Upper,Male,1.0,1.0,4.0,1.0,2.0,,0.8469080636793253
65+,White,Middle,Female,3.0,3.0,3.0,1.0,2.0,5.0,0.4817994426831879
50-64,White,Upper,Male,3.0,1.0,3.0,2.0,2.0,5.0,0.6044621329019532
30-49,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,5.0,0.4343527253446583
30-49,White,Upper,Female,3.0,2.0,3.0,1.0,1.0,3.0,0.8036468802672965
50-64,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.6019512674645079
50-64,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.3999398075195939
50-64,Black,Middle,Male,2.0,3.0,,,3.0,,4.764723573445259
50-64,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.5930645872127139
65+,White,Upper,Male,1.0,1.0,3.0,2.0,1.0,4.0,0.1992558171134416
18-29,Hispanic,Low,Female,3.0,3.0,2.0,1.0,1.0,1.0,1.5600299056032054
50-64,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,4.0,1.1519768595167863
50-64,White,Middle,Female,2.0,2.0,4.0,2.0,2.0,5.0,0.5531884303212996
30-49,White,Middle,Female,2.0,1.0,,,3.0,,0.5742070846949292
50-64,White,Upper,Male,2.0,1.0,,2.0,2.0,5.0,0.4825431178231563
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,3.0,0.646564899155298
30-49,White,Middle,Female,3.0,2.0,,,3.0,,0.4587102324902601
65+,Asian,Upper,Female,2.0,2.0,4.0,2.0,1.0,4.0,0.4080141839691993
18-29,Black,Low,Female,1.0,1.0,1.0,1.0,1.0,3.0,0.8785106976915955
65+,White,Middle,Female,1.0,3.0,3.0,1.0,2.0,4.0,0.2720235475352356
30-49,Black,Low,Female,2.0,5.0,,,3.0,,0.5734265705290499
65+,White,Upper,Male,1.0,1.0,3.0,2.0,1.0,5.0,1.1106769323065953
30-49,White,Middle,Male,1.0,2.0,3.0,2.0,2.0,5.0,2.073850780174637
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.3577660142446539
65+,White,Middle,Male,4.0,1.0,2.0,1.0,1.0,5.0,0.6720019630181036
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.8719683962133142
50-64,White,Upper,Female,4.0,4.0,3.0,1.0,1.0,3.0,0.323645812842417
50-64,White,Middle,Male,1.0,1.0,3.0,2.0,1.0,4.0,1.620216823681517
50-64,Asian,Middle,Male,2.0,2.0,4.0,1.0,2.0,3.0,0.6786445037811081
30-49,White,Upper,Female,1.0,3.0,2.0,1.0,2.0,,0.7883483632474505
65+,White,Middle,Male,1.0,1.0,4.0,1.0,2.0,4.0,0.2708698632119589
30-49,White,Middle,Male,1.0,1.0,1.0,2.0,2.0,4.0,2.486889678100422
50-64,White,Middle,Female,1.0,2.0,3.0,1.0,2.0,5.0,0.4531214832599708
50-64,White,Upper,Female,3.0,3.0,2.0,2.0,2.0,4.0,0.9349996082822444
30-49,Other,Low,Male,3.0,3.0,4.0,2.0,2.0,5.0,0.6565775126770368
30-49,White,Middle,Female,1.0,1.0,4.0,1.0,2.0,5.0,0.5252102964988753
65+,White,Middle,Female,2.0,2.0,2.0,2.0,2.0,,0.653269433398227
50-64,White,Upper,Female,2.0,2.0,4.0,2.0,2.0,5.0,0.6530230467505621
50-64,White,Upper,Male,1.0,1.0,2.0,1.0,2.0,5.0,0.7222435636726519
30-49,White,Middle,Male,4.0,4.0,1.0,2.0,1.0,3.0,1.890002848546692
30-49,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,4.0,0.747489912415615
30-49,White,Low,Male,3.0,1.0,4.0,1.0,2.0,,1.4027002412912493
50-64,White,Middle,Male,2.0,3.0,4.0,2.0,2.0,4.0,0.99573295650744
30-49,White,Upper,Male,4.0,2.0,3.0,1.0,1.0,3.0,0.8184519938631407
18-29,White,Middle,Male,5.0,4.0,,,3.0,5.0,2.7045851322000094
65+,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.420504166960118
30-49,White,Low,Female,3.0,2.0,4.0,2.0,2.0,5.0,0.4852699118896699
18-29,White,Low,Female,2.0,1.0,3.0,2.0,2.0,5.0,1.512040066151706
65+,Other,Upper,Male,2.0,1.0,3.0,2.0,1.0,4.0,0.5117411932005659
18-29,White,Low,Female,3.0,1.0,2.0,2.0,2.0,5.0,1.0678518898773457
18-29,Hispanic,Low,Female,2.0,2.0,4.0,2.0,2.0,4.0,0.7788601858060321
50-64,White,Middle,Female,3.0,3.0,2.0,2.0,2.0,5.0,0.839993118790945
30-49,Black,Middle,Male,5.0,2.0,3.0,1.0,1.0,2.0,0.3575349574883635
30-49,Hispanic,Middle,Male,1.0,1.0,,,3.0,,3.7004443239144944
30-49,White,Low,Female,2.0,1.0,4.0,2.0,1.0,4.0,0.5500544892623805
30-49,White,Upper,Male,1.0,1.0,3.0,2.0,1.0,4.0,0.972080939373344
50-64,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.4079215207775766
50-64,White,Middle,Female,4.0,2.0,3.0,1.0,2.0,5.0,0.9916350503554646
30-49,White,Middle,Male,4.0,4.0,2.0,1.0,2.0,4.0,1.6764390602108932
50-64,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,,0.7314835818066456
50-64,Black,Middle,Male,3.0,5.0,4.0,1.0,2.0,,0.8499599942320345
65+,White,Low,Female,2.0,5.0,3.0,2.0,2.0,,1.4914437414592985
18-29,White,Low,Male,2.0,2.0,2.0,1.0,1.0,3.0,0.5454173239102089
30-49,White,Middle,Female,1.0,1.0,1.0,2.0,1.0,2.0,0.5310969999518805
30-49,White,Upper,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.4632029030622564
50-64,Black,Low,Female,3.0,2.0,2.0,1.0,2.0,,0.4229644166562303
30-49,Hispanic,Low,Female,4.0,4.0,,,3.0,,0.8138938200486997
30-49,White,Low,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.3056733601306574
50-64,White,Middle,Female,1.0,1.0,2.0,2.0,2.0,,0.5069641663392404
30-49,Black,Upper,Female,2.0,1.0,,,3.0,5.0,0.9569270801847594
30-49,White,Upper,Male,5.0,3.0,,,3.0,5.0,0.6799666155410756
18-29,Hispanic,Middle,Male,2.0,2.0,4.0,2.0,2.0,4.0,1.4225826881381174
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,5.0,0.6145094397876213
18-29,Hispanic,Middle,Female,3.0,2.0,,,3.0,,1.9862855360111584
50-64,White,Middle,Female,1.0,1.0,,,3.0,5.0,0.6645304304974078
18-29,White,Middle,Female,2.0,2.0,4.0,2.0,2.0,4.0,3.477033628263525
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.591456547905665
30-49,White,Middle,Female,3.0,2.0,4.0,1.0,2.0,4.0,0.6072515838474962
30-49,Hispanic,Middle,Female,1.0,3.0,2.0,1.0,2.0,3.0,0.3643096582247849
50-64,White,Middle,Male,1.0,1.0,,,3.0,,2.91833168357992
30-49,Other,Middle,Female,1.0,1.0,4.0,1.0,2.0,4.0,0.6666544538431236
30-49,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.6742688829874667
30-49,Black,Middle,Female,2.0,2.0,3.0,2.0,1.0,5.0,0.5429469792562569
30-49,White,Middle,Female,3.0,1.0,4.0,1.0,2.0,4.0,0.6931234745549713
65+,White,Upper,Male,3.0,5.0,1.0,1.0,1.0,5.0,0.6950094851051356
50-64,White,Low,Female,2.0,2.0,,,3.0,5.0,2.583757979167596
18-29,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,4.0,0.9535301635662086
50-64,White,Upper,Female,2.0,1.0,4.0,1.0,2.0,5.0,0.278146963979608
18-29,White,Middle,Female,5.0,4.0,2.0,1.0,1.0,3.0,2.145518231984987
30-49,White,Middle,Male,1.0,2.0,2.0,1.0,2.0,5.0,0.550510697298844
50-64,White,Upper,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.8413151996887913
50-64,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.4864702678501558
65+,White,Upper,Male,3.0,3.0,1.0,2.0,1.0,1.0,0.4467127927131041
65+,White,Upper,Male,2.0,1.0,2.0,2.0,1.0,2.0,0.3047251209512384
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.3386944051100662
30-49,White,Upper,Female,1.0,2.0,2.0,1.0,1.0,4.0,0.7485046325322734
30-49,Asian,Upper,Male,3.0,1.0,1.0,2.0,1.0,2.0,0.3935128537398409
18-29,White,Middle,Female,2.0,1.0,,,3.0,5.0,1.4805267583185748
50-64,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,4.0,0.370139675047437
30-49,Other,Middle,Male,2.0,1.0,2.0,2.0,1.0,3.0,0.6254468101390823
30-49,White,Middle,Female,2.0,1.0,4.0,1.0,1.0,3.0,0.3609317170957883
30-49,Other,Middle,Male,2.0,2.0,2.0,2.0,2.0,2.0,0.562731070109523
50-64,White,Upper,Male,3.0,2.0,3.0,2.0,1.0,1.0,0.9050271783148354
30-49,Other,Upper,Female,3.0,2.0,2.0,1.0,2.0,3.0,0.652807665936089
50-64,White,Middle,Female,2.0,3.0,2.0,1.0,1.0,5.0,0.9642024244630498
50-64,White,Middle,Male,1.0,1.0,4.0,1.0,1.0,,1.038864679659673
30-49,Black,Middle,Female,3.0,4.0,2.0,2.0,1.0,2.0,0.7144885758155819
50-64,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,4.0,0.5066054008191723
30-49,White,Upper,Female,2.0,4.0,,,3.0,,1.3096724223064078
30-49,White,Low,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.3390270203403103
50-64,White,Upper,Female,4.0,2.0,2.0,2.0,2.0,5.0,0.6976702986582215
30-49,White,Upper,Male,1.0,2.0,1.0,2.0,1.0,4.0,0.2230833686386967
30-49,White,Low,Male,4.0,2.0,2.0,2.0,2.0,5.0,0.7956393926089816
50-64,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,2.0,5.0,1.039997544786483
30-49,White,Middle,Female,2.0,1.0,1.0,1.0,1.0,2.0,0.3421287290722868
50-64,White,Upper,Female,3.0,1.0,3.0,1.0,2.0,4.0,0.400770633553667
30-49,White,Upper,Male,4.0,3.0,3.0,2.0,2.0,4.0,0.694565932113908
30-49,White,Low,Female,3.0,3.0,,,3.0,,0.9343279024608638
30-49,Black,Low,Female,2.0,1.0,,,3.0,,0.740308134647005
